Nama_Usaha,Alamat_Usaha,Latitude,Longitude
AZIS JAYA,Dusun Krajan RT 015 RW 001,-7.914504699999999,113.8232058
MEUBEL ABDUL AZIS,Dusun Kampung Baru RT. 017 RW. 005,-7.914504699999999,113.8232058
JUAL AYAM,DUSUN PECUT 38/05,-7.914504699999999,113.8232058
SELEP PADI AZIS,LOJAJAR RT.010 /005,-7.9376319,113.8554992
aziz komputer,sumber salam,-7.953504000000001,113.8436013
TOKO ANUGERAH AGUNG,JALAN WAHID HASYIM RUKO PASAR,-7.9132344,113.8307191
Pertanian,Desa Jetis RT.19 RW.08,-7.9567435,113.790057
TERNAK,"Desa.Penanggungan,kec.maesan,kab.bondowoso,provinsi. Jawa timur",-8.0196735,113.7736952
Asia funiture,Dusun pal16,-7.914504699999999,113.8232058
TOKO GRAFFA AISI,Grujugan Lor RT. 002 RW. 001,-7.9643291,113.831703
TOKO PRACANGAN,JETIS RT 11 RW 6,-7.914504699999999,113.8232058
Serbuk Jahe,"Koncer Darul Aman, RT08/RW04, Tenggarang, Bondowoso",-7.9299629,113.8361649
UD DIAN PUTRI,DUSUN KRAJAN RT.007 RW.003,-7.914504699999999,113.8232058
UD.NADITA,"Sumber Pandan. Rt.05/02, Kecamatan Grujugan, Kabupaten Bondowoso",-7.990316199999999,113.7365072
JUAL NASI,DUSUN GUNUNG MALANG 28/07,-8.0297222,114.0952778
BAKSO TOMI,DUSUN KRAJAN RT.001 RW.001,-7.914504699999999,113.8232058
27P,JALAN RAYA DUSUN GEDANGAN RT 030/ RW 003 DESA SUGER,-7.914504699999999,113.8232058
AYAM SEHAT,CURAHDAMI RT003 RW 002,-7.9119929,113.7781575
WARUNG ABDUL,"Sulek, Rt: 010 Rw: 004",-7.988124200000001,113.938777
"PEMBIBITAN AYAM BURAS ""GANDHI""",Dusun Sraten I RT.002 RW.002,-7.914504699999999,113.8232058
NURUS ,DUSUN JATIAN RT 10 RW 05,-7.9673906,113.9060624
UD. STAR JAYA JAMUR,Jl. Pringgondani Desa Sukowono RT. 06 RW. 02 Kec. Pujer,-8.0190222,113.8829418
PETERNAK AYAM POTONG,Dusun Sletreng Rt.03 Rw. 02 Desa Kupang,-7.718805700000001,114.1023164
UD DANI PUTRA,KENANGA RT.030 RW.005,-7.914504699999999,113.8232058
Toko Sembako,Dusun pejagan RT 07 RW 02,-7.989958999999999,113.8257538
Kios Dian ,"Jl. Kismangunsarkoro, Tamansari RT/RW : 011/004. Kab. Bondowoso",-7.928155899999999,113.8242665
PETANI,DUSUN KRAJAN RT/RW 009/003,-7.914504699999999,113.8232058
Petani,Barat gunung,-7.914504699999999,113.8232058
UD SASTRA JAYA,Desa Sumbersari,-8.032589,113.790057
"TOKO "" HADI LOTRE """,DESA PEKALANGAN RT.05/01 KEC.TENGGARANG KAB.BONDOWOSO,-7.9514304,113.8569865
UD HADI JAYA,DUSUN  SLETRENG,-7.936394299999999,113.7818762
Maju Sejahtera,Kembang RT006/RW002 jalan mastrib kembang,-7.940866799999999,113.8019562
"UD. ""KERTAJAYA""",JALAN RAYA PETUNG DUSUN KRAJAN RT.003 RW.001 ,-8.3149487,114.2888734
"UD.""KERTAJAYA""",JALAN RAYA PETUNG DUSUN KRAJAN RT.003 RW. 001 ,-8.3149487,114.2888734
TOKO ABADI,Jl. WRINGIN,-7.8422465,113.767374
PERACANGAN,DUSUN KARANG TENGAH RT.16 RW.03,-7.914504699999999,113.8232058
"UD ""SELVIRA""",RT. 033 RW. 004 DUSUN SUMBERAYEM,-7.914504699999999,113.8232058
,RT. 033 RW. 004 Dusun Sumberayem,-7.914504699999999,113.8232058
BENGKEL LAS HALIK,PEKALANGAN RT.009 RW.002 ,-7.9514304,113.8569865
UD CAHAYA MOTOR,"Tempat Usaha, Compresor, dan Lain - Lain",-7.914504699999999,113.8232058
TIGA PUTRI,DUSUN ARAJA RT.02/RW.01 DESA SUCO LOR KECAMATAN MAESAN KABUPATEN BONDOWOSO,-8.0033149,113.6889029
Penjahit HALFI,Jl.IMAM BONJOL,-7.9154892,113.8308923
KAMBING SEHAT FARM,Dusun Karang Malang RT 10 RW 02,-7.914504699999999,113.8232058
UD RAHMAWATI,PENANGGUNGAN,-8.0196735,113.7736952
GPM RELOAD,"DS TLOGOSARI RT 11,RW 3 KECAMATAN TLOGOSARI",-7.9948928,113.9313421
pertanian,selolembu,-7.895772699999998,113.7960067
INDUSTRI SANGKAR BURUNG,DESA KEJAYAN RT 15/04,-7.9517014,113.8733457
Perbaiki barang kayu bekas,Desa kembang RT 003/RW 001 Kec. Bondowoso Kab.Bondowoso,-7.940866799999999,113.8019562
Perdagangan,Hos cokro aminoto rt024 rw004 kademangan bondowoso,-7.914612099999999,113.8383074
TOKO AFAF AFIF,DUSUN GUNUNG MALANG UTARA,-8.0079627,113.8517812
WARUNG NASI,DUSUN EKAPRAJA RT.09 RW.03,-7.914504699999999,113.8232058
Hasib_Petani,Dusun Krajan,-7.914504699999999,113.8232058
""" JUAL BELI KELAPA """,Desa Pecalongan RT.014 RW.004,-7.962874100000001,113.938777
Darsoub,Silolembu ,-7.895772699999998,113.7960067
AGEN MADU HUTAN,desa kupang Rt.04 Rw.02 Kecamatan Curahdami Kabupaten Bondowoso,-7.9410309,113.7573328
PETERNAK MANDIRI,"DUSUN SLETRENG, Kel. Kupang, Kec. Curahdami, Kab. Bondowoso,
Prov. Jawa Timur",-7.9410309,113.7573328
UD JALIL,DUSUN KRAJAN RT 02 RW 03,-7.914504699999999,113.8232058
,DUSUN KRAJAN RT 02 RW 02,-7.914504699999999,113.8232058
UD PUTRA HARAPAN,JL.KH.Asy' ari No.330,-7.914206499999999,113.8379315
UD ABDUL KADIR JAILANI,SEKARPUTIH RT.020 RW.005,-7.898319000000001,113.8376522
KULINER,DUSUN KOANYAR RT017 RW003 DAWUHAN GRUJUGAN BONDOWOSO,-7.9776813,113.7781575
AN-NI'MAH TAILOR,Jl.PB. Sudirman no 54 Dabasah Bondowoso,-7.9137778,113.8258354
MAJU MAPAN SEHAT,Jalan K.H. ASYARI 280,-7.913752599999999,113.8339921
,JL K.H. ASYARI 280,-7.913752599999999,113.8339921
PEDAGANG sAYUR KELILING,GRUJUGAN LOR RT.18 RW.03,-7.9643291,113.831703
Usaha jamur tiram,Krajan RT 013 RW 003 ,-7.914504699999999,113.8232058
KRUPUK DUA PUTRI,PADASAN RT.009 RW.004,-7.9402491,113.8748328
Latif Las,"Dusun Salak RT/RW 005/003, Taal, Tapen",-7.876020199999999,113.9566204
TERNAK BURUNG BAROKAH,KASEMEK RT.019 /010,-7.960811000000001,113.8688841
Rengginang barokah,Dusun lapangan RT 005 RW 002 desa sumbersari kecamatan Maesan kabupaten Bondowoso,-8.025091999999999,113.780403
Proses Pengolahan Makanan Pasca Panen,Jl. Sumber Anyar Dusun Kebundara,-8.028491100000002,113.8778072
SINGKONG LANCAR,Desa sumber tengah,-7.881697199999999,113.7781575
Taxi Online,DESA DADAPAN RT001/RW001,-7.9707321,113.7885696
Taksi Online,DADAPAN RT001/RW001,-7.9707321,113.7885696
UD. MITRA USAHA,Maskuning Wetan RT. 012 RW. 002,-7.985251,113.9030883
"UD. "" MAKMUR """,Desa Sukosari Kidul Rt.016/Rw.004,-7.9657469,113.9744632
GRUJUGAN KIDUL BATU BATA,Dusun Grujugan Kidul RT 19 RW 03,-7.9701034,113.8198045
PENJUAL TANGLOR,DESA LEPAK RT.06 RW.01,-7.914504699999999,113.8232058
AM Buku dan Percetakan,"Jln. KH. Agus Salim, Gang X, No.2, RT. 15, RW. 04",-7.912693000000001,113.8278627
PERUSAHAAN BATU BATA,Dusun Krajan RT/RW : 003/001 Desa Pejagan Kecamatan Jambesari Darus Sholah Kabupaten Bondowoso,-7.989958999999999,113.8257538
TOKO LANCAR JAYA,DUSUN KRAJAN RT.032 RW.006 JAMBEANOM,-7.9893228,113.8569865
UD RAHMA,Desa Tegal MejinRT. 002 RW. 001,-7.914504699999999,113.8232058
Furniture sofa bakpao,Rt17,-7.914504699999999,113.8232058
Konter,Dusun krajan,-7.914504699999999,113.8232058
NADYA COLLECTIONS,Desa Tegalmijin,-7.984273,113.8153425
Budidaya jamur tiram,Krajan II RT.07/RW.01 DESA.SUMBERWRINGIN KEC.SUMBERWRINGIN,-7.9895352,113.9982525
""" BAROKAH """,Desa Pecalongan RT.005 RW.001,-7.962874100000001,113.938777
SINAR BARU,JL. SITUBONDO-WONOSARI,-7.8999443,113.8694946
TOKO SUBUR,DSN LUMBUNG RT/RW 003/002 ,-7.914504699999999,113.8232058
Pendidikan Anak Usia Dini Darul Falah,Jl. K. Massyur ,-7.9673906,113.9060624
Produksi Krupuk,PAKUNIRAN RT. 06 RW. 02 MAESAN BONDOWOSO,-8.012717,113.7841073
Jigor Ulek Cak Qohir,"Dusun Krajan Rt 04 Rw 02, Desa Grujugan Lor kecamatan Jambesari Darus Sholah",-7.9643291,113.831703
KERUPUK IKAN JEJE,Jl. Diponegoro Rt. 025 Rw. 005 ,-7.9107729,113.8191532
PENGRIAS PENGANTIN,Dusun Kaliayar Krajan RT. 006 RW. 001,-6.1631164,106.6775818
UD MAULANA,Dusun Paleran RT.006 RW.002,-7.9673906,113.9060624
Akbar Elektrinik,Dusun kepunan desa jeruk soksok kec. Binakal Kab. Bondowoso,-7.8909775,113.7707202
PENJUAL MINUMAN KELILING,DESA BOTOLINGGO RT.36 RW.12,-7.826566799999999,113.9758549
Produksi kue,Blindungan gg tetong rt17 rw04,-7.9101245,113.8302157
TANI ROZAK,GRUJUGAN LOR RT/RW 010/002,-7.9643291,113.831703
UD. ANTARA,Dusun Kaliayar Selatan Rt 017 RW. 004 Tamanan,-8.0000694,113.8257538
,Dusun Kaliayar Selatan RT. 017 RW. 004 Tamanan,-8.0000694,113.8257538
pertanian,lojih,-7.914504699999999,113.8232058
AW,petung rt 06 rw 02 kecamatan curahdami kabupaten bondowoso,-7.9322956,113.7974941
UD  PATENANG,DESA GAYAM RT.001 RW.011,-7.8432728,113.9982525
Pedagang eceran,dusun kerajan,-7.914504699999999,113.8232058
WAFI BERKAH,DESA CURAHPOH RT 005 RW 001 KEC. CURAHDAMI - BONDOWOSO,-7.927861900000001,113.7662578
WARUNG ALZARO,Desa Ramban Kulon Rt. 008 Kec. Cermee Kab. Bondowoso,-7.776747400000001,114.0160937
Tempe Fitrah,"Jalan raya cermee, desa suling kulon, RT 11",-7.7811694,114.0363419
perternakan,jetis rt18/07,-7.9567435,113.790057
WAFIE JAYA,Dusun Krajan RT 001 RW 001,-7.914504699999999,113.8232058
MAYA BUAH,"Botolinggo, Rt: 021 Rw: 008",-6.1457526,106.6841226
Royal Cokelat dan Es Cream,Imam Bonjol RT. 18 RW. 04 Kademangan Bondowoso,-7.9175186,113.8331903
UD MITRA PERDANA,HOS COKROAMINOTO RT 05 RW 01,-7.914504699999999,113.8232058
Bakso Keliling,Dusun Karang Malang RT 021 RW 005,-7.914504699999999,113.8232058
KRIPIK IBU FARIS,DESA JATITAMBAN RT 011/RW 004,-7.8366339,113.7722077
"UD. ""PUTRA TUNGGAL""",JALAN PELITA GANG SUMBER NOMER 83 RT.015 RW.006,-7.9276872,113.8218762
Ternak dan penjualan kambing,"Tamanan,Bondowoso",-8.0161828,113.8279958
De Rosy,jl. Penjaitan gg.BOOR. NO 46 RT 001 RW 001 DESA TAMANSARI,-7.9230185,113.8250927
WARUNG MAKAN,Lengkong,-7.914504699999999,113.8232058
AHLI GIGI JAYA KUSUMA,PEKALANGAN RT.018 RW.03,-7.9514304,113.8569865
